"order_id","created_at","status_name"
137,"2020-07-13 00:00:00","In progress"
142,"2019-08-24 00:00:00","Paid"
143,"2019-01-25 00:00:00","In progress"
144,"2019-06-23 00:00:00","Paid"
146,"2017-10-19 00:00:00","Paid"
154,"2017-08-27 00:00:00","In progress"
155,"2017-12-23 00:00:00","Paid"
156,"2017-06-13 00:00:00","In progress"
157,"2018-09-17 00:00:00","In progress"
158,"2019-04-18 00:00:00","In progress"
159,"2018-12-03 00:00:00","Paid"
168,"2020-01-03 00:00:00","In progress"
169,"2019-05-18 00:00:00","Paid"
174,"2020-06-26 00:00:00","Paid"
177,"2017-01-16 00:00:00","Paid"
178,"2020-06-08 00:00:00","In progress"
185,"2017-06-13 00:00:00","In progress"
186,"2017-08-09 00:00:00","In progress"
187,"2018-07-04 00:00:00","In progress"
189,"2020-06-26 00:00:00","Paid"
190,"2017-11-25 00:00:00","In progress"
191,"2018-06-07 00:00:00","In progress"
192,"2019-07-26 00:00:00","In progress"
193,"2020-12-20 00:00:00","Paid"
197,"2019-04-04 00:00:00","Paid"
202,"2018-01-26 00:00:00","Paid"
203,"2019-07-31 00:00:00","In progress"
206,"2020-08-22 00:00:00","In progress"
208,"2020-06-18 00:00:00","Paid"
210,"2018-01-05 00:00:00","Paid"
211,"2020-09-20 00:00:00","Paid"
213,"2020-09-13 00:00:00","In progress"
217,"2017-11-18 00:00:00","Paid"
221,"2018-05-30 00:00:00","Paid"
222,"2017-09-28 00:00:00","Paid"
223,"2020-09-30 00:00:00","In progress"
225,"2018-04-09 00:00:00","Paid"
227,"2018-07-12 00:00:00","In progress"
229,"2019-10-12 00:00:00","In progress"
230,"2019-06-15 00:00:00","Paid"
233,"2019-02-13 00:00:00","Paid"
234,"2017-08-10 00:00:00","Paid"
235,"2018-04-28 00:00:00","Paid"
237,"2019-07-02 00:00:00","In progress"
238,"2018-05-13 00:00:00","In progress"
239,"2019-02-28 00:00:00","In progress"
240,"2020-08-11 00:00:00","In progress"
245,"2019-07-21 00:00:00","In progress"
247,"2019-05-17 00:00:00","In progress"
248,"2018-12-28 00:00:00","Paid"
249,"2017-07-11 00:00:00","Paid"
252,"2017-08-29 00:00:00","In progress"
254,"2019-08-09 00:00:00","Paid"
255,"2017-12-04 00:00:00","In progress"
259,"2019-05-16 00:00:00","Paid"
261,"2017-11-17 00:00:00","Paid"
262,"2017-03-28 00:00:00","Paid"
263,"2020-12-12 00:00:00","In progress"
264,"2017-12-07 00:00:00","Paid"
265,"2018-08-25 00:00:00","Paid"
269,"2019-12-18 00:00:00","Paid"
274,"2019-01-04 00:00:00","Paid"
279,"2019-01-26 00:00:00","Paid"
280,"2018-02-03 00:00:00","In progress"
282,"2018-03-14 00:00:00","Paid"
284,"2018-01-18 00:00:00","In progress"
285,"2018-07-23 00:00:00","In progress"
287,"2017-01-02 00:00:00","In progress"
288,"2017-05-21 00:00:00","In progress"
290,"2017-05-24 00:00:00","Paid"
291,"2018-03-01 00:00:00","In progress"
293,"2020-05-29 00:00:00","Paid"
294,"2019-08-26 00:00:00","Paid"
295,"2020-09-16 00:00:00","In progress"
296,"2018-05-18 00:00:00","In progress"
298,"2019-07-03 00:00:00","In progress"
299,"2017-06-17 00:00:00","In progress"
301,"2019-11-01 00:00:00","In progress"
304,"2020-05-24 00:00:00","In progress"
308,"2017-11-04 00:00:00","Paid"
309,"2018-01-16 00:00:00","Paid"
312,"2020-03-15 00:00:00","In progress"
318,"2019-05-21 00:00:00","Paid"
321,"2018-08-22 00:00:00","In progress"
325,"2017-06-26 00:00:00","Paid"
327,"2017-02-25 00:00:00","In progress"
329,"2020-06-27 00:00:00","Paid"
333,"2020-07-01 00:00:00","Paid"
335,"2018-01-27 00:00:00","Paid"
338,"2020-01-27 00:00:00","In progress"
339,"2020-02-26 00:00:00","In progress"
340,"2018-11-03 00:00:00","Paid"
341,"2020-01-31 00:00:00","In progress"
342,"2019-07-22 00:00:00","In progress"
343,"2019-04-14 00:00:00","In progress"
344,"2017-03-04 00:00:00","Paid"
355,"2018-12-31 00:00:00","In progress"
356,"2017-02-14 00:00:00","In progress"
357,"2020-09-16 00:00:00","Paid"
358,"2018-03-17 00:00:00","In progress"
360,"2020-07-26 00:00:00","In progress"
363,"2020-12-09 00:00:00","Paid"
365,"2020-02-22 00:00:00","In progress"
371,"2020-05-30 00:00:00","In progress"
372,"2019-04-13 00:00:00","Paid"
373,"2020-11-19 00:00:00","In progress"
375,"2017-05-06 00:00:00","In progress"
377,"2017-01-13 00:00:00","In progress"
378,"2018-09-19 00:00:00","In progress"
380,"2020-05-29 00:00:00","Paid"
382,"2020-07-04 00:00:00","Paid"
383,"2019-03-10 00:00:00","In progress"
384,"2020-08-13 00:00:00","In progress"
388,"2019-08-24 00:00:00","Paid"
392,"2019-06-15 00:00:00","Paid"
395,"2019-04-03 00:00:00","Paid"
403,"2020-03-20 00:00:00","In progress"
407,"2017-08-09 00:00:00","Paid"
409,"2019-04-11 00:00:00","Paid"
410,"2019-12-13 00:00:00","In progress"
413,"2020-09-16 00:00:00","Paid"
415,"2019-01-11 00:00:00","In progress"
416,"2019-04-06 00:00:00","Paid"
419,"2017-01-30 00:00:00","In progress"
420,"2017-10-16 00:00:00","In progress"
426,"2019-01-21 00:00:00","Paid"
428,"2018-08-13 00:00:00","In progress"
433,"2019-10-11 00:00:00","In progress"
434,"2020-12-22 00:00:00","Paid"
442,"2019-05-26 00:00:00","Paid"
445,"2017-07-01 00:00:00","Paid"
449,"2020-12-19 00:00:00","In progress"
450,"2019-04-04 00:00:00","In progress"
451,"2018-06-12 00:00:00","Paid"
452,"2018-07-05 00:00:00","Paid"
456,"2018-05-21 00:00:00","Paid"
459,"2020-08-03 00:00:00","In progress"
460,"2017-11-04 00:00:00","In progress"
461,"2017-01-04 00:00:00","Paid"
464,"2019-03-04 00:00:00","In progress"
465,"2019-01-31 00:00:00","In progress"
469,"2020-08-23 00:00:00","In progress"
476,"2018-04-15 00:00:00","In progress"
478,"2017-06-05 00:00:00","Paid"
488,"2020-11-22 00:00:00","In progress"
490,"2018-12-26 00:00:00","In progress"
496,"2017-06-15 00:00:00","Paid"
501,"2019-05-21 00:00:00","In progress"
504,"2017-03-31 00:00:00","Paid"
505,"2018-04-06 00:00:00","In progress"
510,"2018-03-21 00:00:00","In progress"
512,"2017-10-25 00:00:00","In progress"
513,"2019-06-08 00:00:00","In progress"
516,"2019-04-08 00:00:00","In progress"
518,"2018-05-19 00:00:00","In progress"
520,"2019-06-15 00:00:00","Paid"
521,"2020-09-17 00:00:00","In progress"
523,"2020-11-22 00:00:00","Paid"
525,"2020-10-17 00:00:00","Paid"
526,"2017-05-15 00:00:00","Paid"
527,"2018-12-03 00:00:00","In progress"
528,"2020-07-19 00:00:00","Paid"
529,"2020-05-06 00:00:00","Paid"
531,"2017-11-22 00:00:00","In progress"
535,"2018-09-12 00:00:00","In progress"
542,"2018-04-30 00:00:00","In progress"
544,"2017-10-21 00:00:00","Paid"
546,"2017-01-31 00:00:00","Paid"
550,"2017-11-03 00:00:00","In progress"
551,"2018-11-14 00:00:00","In progress"
552,"2017-03-26 00:00:00","In progress"
553,"2018-02-12 00:00:00","In progress"
560,"2017-06-15 00:00:00","Paid"
564,"2020-02-13 00:00:00","In progress"
569,"2020-02-03 00:00:00","In progress"
570,"2020-09-30 00:00:00","Paid"
575,"2020-04-09 00:00:00","Paid"
576,"2017-04-09 00:00:00","Paid"
579,"2019-11-02 00:00:00","Paid"
584,"2017-02-12 00:00:00","Paid"
586,"2017-04-26 00:00:00","In progress"
587,"2019-01-09 00:00:00","Paid"
590,"2020-08-19 00:00:00","In progress"
592,"2018-08-03 00:00:00","In progress"
595,"2019-01-04 00:00:00","In progress"
596,"2017-03-24 00:00:00","In progress"
597,"2020-05-07 00:00:00","In progress"
599,"2019-10-28 00:00:00","In progress"
602,"2017-03-15 00:00:00","Paid"
604,"2020-10-10 00:00:00","In progress"
605,"2017-06-22 00:00:00","Paid"
606,"2019-05-08 00:00:00","In progress"
607,"2019-09-08 00:00:00","Paid"
608,"2017-02-21 00:00:00","Paid"
611,"2018-07-21 00:00:00","Paid"
612,"2018-07-06 00:00:00","Paid"
613,"2020-06-01 00:00:00","In progress"
618,"2020-11-07 00:00:00","In progress"
622,"2017-07-08 00:00:00","In progress"
627,"2018-06-28 00:00:00","Paid"
628,"2019-06-03 00:00:00","Paid"
629,"2020-08-12 00:00:00","In progress"
631,"2019-08-15 00:00:00","In progress"
632,"2020-06-27 00:00:00","In progress"
635,"2020-12-18 00:00:00","Paid"
636,"2017-01-22 00:00:00","Paid"
638,"2019-06-24 00:00:00","In progress"
641,"2017-03-02 00:00:00","Paid"
644,"2018-06-02 00:00:00","In progress"
645,"2018-02-05 00:00:00","In progress"
646,"2020-01-30 00:00:00","In progress"
651,"2017-11-20 00:00:00","In progress"
653,"2017-12-09 00:00:00","Paid"
654,"2019-09-09 00:00:00","In progress"
656,"2018-04-26 00:00:00","In progress"
658,"2017-09-08 00:00:00","In progress"
659,"2020-02-28 00:00:00","Paid"
661,"2017-08-09 00:00:00","Paid"
664,"2018-01-20 00:00:00","Paid"
671,"2017-04-01 00:00:00","Paid"
672,"2020-03-31 00:00:00","In progress"
673,"2020-07-16 00:00:00","Paid"
674,"2017-07-21 00:00:00","Paid"
676,"2017-02-08 00:00:00","In progress"
677,"2018-09-05 00:00:00","In progress"
681,"2018-01-14 00:00:00","Paid"
685,"2019-03-11 00:00:00","Paid"
687,"2019-03-17 00:00:00","In progress"
688,"2017-03-27 00:00:00","In progress"
691,"2019-07-10 00:00:00","Paid"
692,"2018-12-25 00:00:00","In progress"
693,"2020-03-08 00:00:00","In progress"
694,"2020-01-18 00:00:00","In progress"
695,"2020-07-17 00:00:00","In progress"
697,"2017-05-06 00:00:00","Paid"
700,"2017-02-14 00:00:00","Paid"
703,"2018-03-14 00:00:00","Paid"
704,"2018-03-31 00:00:00","In progress"
706,"2017-03-18 00:00:00","Paid"
708,"2017-06-06 00:00:00","Paid"
714,"2019-03-17 00:00:00","In progress"
715,"2020-10-02 00:00:00","In progress"
718,"2020-09-18 00:00:00","Paid"
719,"2017-08-17 00:00:00","Paid"
720,"2019-11-12 00:00:00","Paid"
722,"2019-05-11 00:00:00","In progress"
728,"2020-02-21 00:00:00","In progress"
730,"2020-04-10 00:00:00","Paid"
731,"2018-01-06 00:00:00","Paid"
735,"2020-10-20 00:00:00","Paid"
737,"2018-09-01 00:00:00","Paid"
740,"2020-03-05 00:00:00","In progress"
744,"2019-01-28 00:00:00","In progress"
745,"2017-12-23 00:00:00","Paid"
746,"2019-01-25 00:00:00","Paid"
748,"2019-09-21 00:00:00","Paid"
751,"2017-11-21 00:00:00","In progress"
753,"2017-07-29 00:00:00","In progress"
754,"2020-08-18 00:00:00","Paid"
756,"2020-06-28 00:00:00","Paid"
757,"2019-03-29 00:00:00","In progress"
763,"2020-09-08 00:00:00","Paid"
769,"2017-11-04 00:00:00","Paid"
770,"2019-08-23 00:00:00","In progress"
771,"2020-02-10 00:00:00","Paid"
788,"2017-05-05 00:00:00","Paid"
789,"2020-06-28 00:00:00","Paid"
793,"2020-04-21 00:00:00","Paid"
794,"2019-08-27 00:00:00","Paid"
795,"2020-12-16 00:00:00","Paid"
798,"2019-03-14 00:00:00","Paid"
799,"2020-12-12 00:00:00","In progress"
802,"2020-06-26 00:00:00","Paid"
807,"2020-08-16 00:00:00","In progress"
812,"2019-09-09 00:00:00","Paid"
814,"2018-04-29 00:00:00","In progress"
816,"2019-04-12 00:00:00","Paid"
819,"2017-07-20 00:00:00","Paid"
821,"2018-05-04 00:00:00","In progress"
822,"2017-08-24 00:00:00","In progress"
823,"2019-07-16 00:00:00","In progress"
825,"2017-05-04 00:00:00","In progress"
827,"2020-12-18 00:00:00","In progress"
830,"2019-08-10 00:00:00","In progress"
833,"2018-10-16 00:00:00","In progress"
836,"2018-11-29 00:00:00","Paid"
837,"2019-11-27 00:00:00","Paid"
841,"2020-03-23 00:00:00","Paid"
842,"2017-01-10 00:00:00","In progress"
844,"2017-09-09 00:00:00","In progress"
855,"2020-02-16 00:00:00","Paid"
856,"2017-05-09 00:00:00","In progress"
861,"2018-08-07 00:00:00","Paid"
864,"2019-01-28 00:00:00","Paid"
866,"2020-10-07 00:00:00","In progress"
870,"2019-11-12 00:00:00","In progress"
872,"2019-04-05 00:00:00","In progress"
874,"2018-09-12 00:00:00","In progress"
876,"2020-01-11 00:00:00","Paid"
879,"2020-08-22 00:00:00","In progress"
880,"2018-12-18 00:00:00","Paid"
882,"2018-01-03 00:00:00","In progress"
883,"2018-12-15 00:00:00","Paid"
890,"2020-03-30 00:00:00","Paid"
891,"2017-03-18 00:00:00","Paid"
907,"2019-02-09 00:00:00","Paid"
909,"2019-07-12 00:00:00","In progress"
911,"2017-10-12 00:00:00","In progress"
913,"2019-05-14 00:00:00","Paid"
915,"2018-02-17 00:00:00","Paid"
916,"2018-10-10 00:00:00","In progress"
918,"2017-06-13 00:00:00","In progress"
919,"2020-05-01 00:00:00","Paid"
920,"2020-05-05 00:00:00","Paid"
921,"2019-05-04 00:00:00","In progress"
922,"2019-01-07 00:00:00","Paid"
929,"2017-06-09 00:00:00","Paid"
931,"2017-10-15 00:00:00","In progress"
933,"2020-05-08 00:00:00","In progress"
937,"2017-10-02 00:00:00","In progress"
938,"2019-02-27 00:00:00","In progress"
940,"2019-05-20 00:00:00","In progress"
942,"2020-04-28 00:00:00","Paid"
943,"2017-12-08 00:00:00","In progress"
945,"2019-05-21 00:00:00","In progress"
946,"2018-02-20 00:00:00","In progress"
947,"2018-03-11 00:00:00","Paid"
948,"2019-05-30 00:00:00","Paid"
950,"2019-08-28 00:00:00","In progress"
951,"2019-03-01 00:00:00","In progress"
952,"2019-02-23 00:00:00","In progress"
955,"2018-08-02 00:00:00","In progress"
956,"2017-12-22 00:00:00","Paid"
959,"2017-04-03 00:00:00","In progress"
960,"2017-03-29 00:00:00","Paid"
967,"2017-09-24 00:00:00","Paid"
969,"2017-12-24 00:00:00","Paid"
972,"2018-08-27 00:00:00","In progress"
973,"2017-03-15 00:00:00","In progress"
977,"2020-04-01 00:00:00","In progress"
978,"2020-03-18 00:00:00","Paid"
980,"2019-09-01 00:00:00","Paid"
990,"2020-04-02 00:00:00","Paid"
991,"2020-07-23 00:00:00","In progress"
994,"2017-07-13 00:00:00","In progress"
1003,"2019-08-05 00:00:00","Paid"
1007,"2018-11-11 00:00:00","In progress"
1010,"2020-05-22 00:00:00","Paid"
1015,"2018-06-25 00:00:00","In progress"
1019,"2020-10-07 00:00:00","In progress"
1021,"2018-09-14 00:00:00","In progress"
1022,"2017-01-28 00:00:00","Paid"
1023,"2017-11-01 00:00:00","Paid"
1025,"2020-03-04 00:00:00","Paid"
1033,"2020-03-01 00:00:00","Paid"
1036,"2020-11-23 00:00:00","In progress"
1037,"2018-01-01 00:00:00","Paid"
1039,"2017-12-25 00:00:00","Paid"
1044,"2020-10-31 00:00:00","In progress"
1045,"2017-12-14 00:00:00","In progress"
1046,"2019-11-02 00:00:00","In progress"
1048,"2019-04-29 00:00:00","Paid"
1050,"2017-02-06 00:00:00","Paid"
1052,"2020-01-14 00:00:00","Paid"
1055,"2020-10-10 00:00:00","In progress"
1057,"2018-04-04 00:00:00","Paid"
1060,"2017-01-26 00:00:00","Paid"
1061,"2019-11-25 00:00:00","Paid"
1068,"2018-09-03 00:00:00","Paid"
1073,"2019-03-23 00:00:00","In progress"
1074,"2018-01-09 00:00:00","In progress"
1077,"2019-06-02 00:00:00","In progress"
1080,"2019-02-12 00:00:00","In progress"
1082,"2018-08-22 00:00:00","Paid"
1083,"2020-11-09 00:00:00","Paid"
1089,"2018-02-23 00:00:00","In progress"
1090,"2018-02-24 00:00:00","Paid"
1093,"2018-03-06 00:00:00","Paid"
1094,"2019-02-04 00:00:00","In progress"
1097,"2020-03-17 00:00:00","Paid"
1099,"2019-03-11 00:00:00","In progress"
1100,"2018-09-07 00:00:00","Paid"
1104,"2018-08-16 00:00:00","Paid"
1114,"2017-01-04 00:00:00","Paid"
1115,"2018-12-21 00:00:00","In progress"
1117,"2017-07-11 00:00:00","Paid"
1120,"2017-05-04 00:00:00","Paid"
1123,"2019-04-09 00:00:00","Paid"
1125,"2017-12-10 00:00:00","Paid"
1127,"2019-01-05 00:00:00","In progress"
1128,"2017-12-07 00:00:00","Paid"
1130,"2017-09-25 00:00:00","In progress"
1135,"2018-05-26 00:00:00","Paid"
1139,"2017-08-17 00:00:00","In progress"
1140,"2020-06-24 00:00:00","Paid"
1144,"2019-05-07 00:00:00","Paid"
1145,"2018-12-24 00:00:00","Paid"
1146,"2019-08-25 00:00:00","In progress"
1150,"2020-08-14 00:00:00","Paid"
1151,"2020-06-08 00:00:00","Paid"
1156,"2017-02-22 00:00:00","Paid"
1158,"2017-04-17 00:00:00","In progress"
1159,"2020-05-01 00:00:00","Paid"
1163,"2020-08-18 00:00:00","In progress"
1168,"2019-04-04 00:00:00","Paid"
1172,"2017-07-24 00:00:00","In progress"
1176,"2020-08-05 00:00:00","In progress"
1179,"2018-01-07 00:00:00","Paid"
1180,"2020-12-21 00:00:00","In progress"
1185,"2017-08-26 00:00:00","Paid"
1186,"2018-11-19 00:00:00","In progress"
1190,"2017-03-01 00:00:00","In progress"
1194,"2017-09-03 00:00:00","In progress"
1197,"2019-01-10 00:00:00","In progress"
1200,"2017-11-24 00:00:00","Paid"
1205,"2018-11-19 00:00:00","Paid"
1207,"2019-01-08 00:00:00","Paid"
1211,"2017-04-11 00:00:00","Paid"
1213,"2017-07-10 00:00:00","In progress"
1215,"2020-03-22 00:00:00","Paid"
1216,"2019-12-06 00:00:00","In progress"
1218,"2017-08-29 00:00:00","Paid"
1219,"2017-05-17 00:00:00","Paid"
1221,"2018-10-02 00:00:00","In progress"
1226,"2017-06-15 00:00:00","Paid"
1231,"2018-02-19 00:00:00","Paid"
1233,"2018-03-30 00:00:00","In progress"
1234,"2018-03-30 00:00:00","In progress"
1235,"2018-11-24 00:00:00","Paid"
1236,"2018-07-28 00:00:00","Paid"
1238,"2018-08-01 00:00:00","Paid"
1239,"2020-07-14 00:00:00","In progress"
1243,"2018-10-29 00:00:00","In progress"
1245,"2018-01-06 00:00:00","In progress"
1247,"2017-07-12 00:00:00","Paid"
1253,"2018-06-16 00:00:00","In progress"
1256,"2018-07-11 00:00:00","In progress"
1261,"2019-03-09 00:00:00","Paid"
1263,"2020-06-15 00:00:00","Paid"
1266,"2018-03-18 00:00:00","In progress"
1269,"2017-05-05 00:00:00","Paid"
1270,"2019-09-10 00:00:00","In progress"
1271,"2018-02-09 00:00:00","In progress"
1273,"2020-12-03 00:00:00","In progress"
1275,"2018-03-20 00:00:00","Paid"
1276,"2019-12-31 00:00:00","Paid"
1277,"2017-11-21 00:00:00","Paid"
1278,"2018-07-29 00:00:00","In progress"
1279,"2018-08-05 00:00:00","In progress"
1281,"2020-04-08 00:00:00","Paid"
1283,"2017-10-21 00:00:00","Paid"
1286,"2017-08-13 00:00:00","In progress"
1288,"2017-05-17 00:00:00","Paid"
1290,"2019-02-16 00:00:00","Paid"
1295,"2018-08-04 00:00:00","Paid"
1297,"2020-04-17 00:00:00","Paid"
1298,"2017-02-19 00:00:00","Paid"
1301,"2018-04-29 00:00:00","Paid"
1302,"2020-03-11 00:00:00","Paid"
1303,"2019-11-24 00:00:00","Paid"
1305,"2017-02-11 00:00:00","Paid"
1307,"2020-06-29 00:00:00","Paid"
1308,"2018-04-30 00:00:00","In progress"
1312,"2020-10-28 00:00:00","In progress"
1317,"2019-09-02 00:00:00","Paid"
1324,"2018-12-30 00:00:00","In progress"
1326,"2018-09-14 00:00:00","Paid"
1327,"2019-07-05 00:00:00","Paid"
1332,"2017-08-16 00:00:00","Paid"
1338,"2018-05-10 00:00:00","Paid"
1339,"2019-12-16 00:00:00","Paid"
1341,"2018-11-23 00:00:00","In progress"
1342,"2019-02-06 00:00:00","Paid"
1345,"2020-08-20 00:00:00","In progress"
1348,"2018-09-03 00:00:00","In progress"
1349,"2018-04-19 00:00:00","In progress"
1353,"2019-02-07 00:00:00","Paid"
1360,"2020-04-28 00:00:00","Paid"
1363,"2020-12-26 00:00:00","Paid"
1366,"2019-10-21 00:00:00","In progress"
1367,"2017-05-19 00:00:00","In progress"
1371,"2019-09-26 00:00:00","In progress"
1378,"2019-06-08 00:00:00","In progress"
1381,"2018-10-31 00:00:00","Paid"
1383,"2019-10-13 00:00:00","In progress"
1384,"2017-08-11 00:00:00","Paid"
1386,"2017-02-12 00:00:00","Paid"
1387,"2019-05-07 00:00:00","Paid"
1388,"2018-10-26 00:00:00","In progress"
1389,"2017-05-25 00:00:00","In progress"
1390,"2017-11-02 00:00:00","In progress"
1394,"2017-11-18 00:00:00","In progress"
1396,"2019-04-15 00:00:00","Paid"
1398,"2020-05-30 00:00:00","In progress"
1401,"2018-04-28 00:00:00","In progress"
1402,"2018-12-10 00:00:00","Paid"
1403,"2019-05-08 00:00:00","Paid"
1406,"2017-03-13 00:00:00","In progress"
1408,"2020-03-15 00:00:00","In progress"
1409,"2019-02-03 00:00:00","Paid"
1412,"2020-05-05 00:00:00","Paid"
1413,"2020-11-28 00:00:00","In progress"
1414,"2017-05-10 00:00:00","Paid"
1416,"2018-05-20 00:00:00","Paid"
1417,"2017-06-15 00:00:00","Paid"
1427,"2019-07-25 00:00:00","In progress"
1429,"2019-05-12 00:00:00","Paid"
1430,"2018-12-12 00:00:00","In progress"
1431,"2017-03-07 00:00:00","Paid"
1432,"2017-03-20 00:00:00","In progress"
1434,"2018-02-17 00:00:00","Paid"
1435,"2018-08-24 00:00:00","Paid"
1439,"2019-01-08 00:00:00","Paid"
1440,"2019-07-01 00:00:00","Paid"
1441,"2017-07-31 00:00:00","In progress"
1442,"2020-06-26 00:00:00","Paid"
1444,"2019-04-20 00:00:00","In progress"
1447,"2020-02-02 00:00:00","In progress"
1448,"2018-10-26 00:00:00","Paid"
1449,"2019-11-22 00:00:00","In progress"
1450,"2019-01-11 00:00:00","In progress"
1451,"2017-03-22 00:00:00","In progress"
1457,"2018-05-01 00:00:00","Paid"
1460,"2020-12-04 00:00:00","Paid"
1462,"2017-05-29 00:00:00","In progress"
1469,"2020-11-17 00:00:00","In progress"
1471,"2018-08-01 00:00:00","Paid"
1473,"2020-08-02 00:00:00","Paid"
1477,"2020-04-06 00:00:00","In progress"
1478,"2019-02-16 00:00:00","In progress"
1480,"2020-02-26 00:00:00","In progress"
1481,"2019-03-08 00:00:00","In progress"
1485,"2017-03-10 00:00:00","In progress"
1486,"2020-05-31 00:00:00","Paid"
1489,"2018-10-20 00:00:00","Paid"
1490,"2020-12-20 00:00:00","Paid"
1496,"2017-10-07 00:00:00","Paid"
1498,"2018-01-19 00:00:00","In progress"
1499,"2020-12-31 00:00:00","In progress"
