"product_id","product_title","product_description","in_stock","price","slug","category_id"
187,"Product 187","Product description 187",19,251.16,"Product-187",16
188,"Product 188","Product description 188",48,132.62,"Product-188",16
189,"Product 189","Product description 189",29,10.98,"Product-189",15
190,"Product 190","Product description 190",20,165.24,"Product-190",14
191,"Product 191","Product description 191",21,239.36,"Product-191",7
192,"Product 192","Product description 192",29,398.88,"Product-192",15
193,"Product 193","Product description 193",14,211.54,"Product-193",9
194,"Product 194","Product description 194",23,365.34,"Product-194",9
195,"Product 195","Product description 195",6,320.68,"Product-195",5
196,"Product 196","Product description 196",14,364.98,"Product-196",6
197,"Product 197","Product description 197",50,273.86,"Product-197",10
198,"Product 198","Product description 198",43,115.04,"Product-198",4
199,"Product 199","Product description 199",2,309.36,"Product-199",8
200,"Product 200","Product description 200",28,136.22,"Product-200",13
201,"Product 201","Product description 201",26,76.66,"Product-201",18
202,"Product 202","Product description 202",33,114.12,"Product-202",18
203,"Product 203","Product description 203",37,193.62,"Product-203",10
204,"Product 204","Product description 204",27,105.86,"Product-204",6
205,"Product 205","Product description 205",25,52.24,"Product-205",7
206,"Product 206","Product description 206",47,258.62,"Product-206",12
207,"Product 207","Product description 207",34,313,"Product-207",1
208,"Product 208","Product description 208",5,218.42,"Product-208",20
209,"Product 209","Product description 209",31,292.22,"Product-209",8
210,"Product 210","Product description 210",48,132.58,"Product-210",9
211,"Product 211","Product description 211",43,265.84,"Product-211",16
212,"Product 212","Product description 212",9,336.74,"Product-212",7
213,"Product 213","Product description 213",4,227.5,"Product-213",14
214,"Product 214","Product description 214",41,148.72,"Product-214",4
215,"Product 215","Product description 215",24,343.3,"Product-215",13
216,"Product 216","Product description 216",38,67.26,"Product-216",6
217,"Product 217","Product description 217",10,177.36,"Product-217",6
218,"Product 218","Product description 218",11,58.68,"Product-218",17
219,"Product 219","Product description 219",24,120.6,"Product-219",4
220,"Product 220","Product description 220",6,42.38,"Product-220",13
221,"Product 221","Product description 221",14,62.72,"Product-221",20
222,"Product 222","Product description 222",17,336.12,"Product-222",9
223,"Product 223","Product description 223",24,282.66,"Product-223",7
224,"Product 224","Product description 224",21,21.64,"Product-224",12
225,"Product 225","Product description 225",16,13.28,"Product-225",6
226,"Product 226","Product description 226",40,178.1,"Product-226",16
227,"Product 227","Product description 227",41,377.76,"Product-227",13
228,"Product 228","Product description 228",22,336.34,"Product-228",19
229,"Product 229","Product description 229",44,381.38,"Product-229",7
230,"Product 230","Product description 230",15,142.74,"Product-230",18
231,"Product 231","Product description 231",5,124.2,"Product-231",7
232,"Product 232","Product description 232",44,64.54,"Product-232",17
233,"Product 233","Product description 233",11,302.9,"Product-233",20
234,"Product 234","Product description 234",6,105.42,"Product-234",2
235,"Product 235","Product description 235",12,251.74,"Product-235",12
236,"Product 236","Product description 236",42,150.5,"Product-236",8
237,"Product 237","Product description 237",32,328.72,"Product-237",1
238,"Product 238","Product description 238",22,321.16,"Product-238",11
239,"Product 239","Product description 239",4,156.42,"Product-239",18
240,"Product 240","Product description 240",8,286.72,"Product-240",13
241,"Product 241","Product description 241",11,242.48,"Product-241",16
242,"Product 242","Product description 242",29,213.16,"Product-242",12
243,"Product 243","Product description 243",10,13.86,"Product-243",13
244,"Product 244","Product description 244",14,225.6,"Product-244",9
245,"Product 245","Product description 245",41,116.04,"Product-245",4
246,"Product 246","Product description 246",14,257.58,"Product-246",8
247,"Product 247","Product description 247",14,13.28,"Product-247",16
248,"Product 248","Product description 248",14,267.26,"Product-248",3
249,"Product 249","Product description 249",29,347.62,"Product-249",18
250,"Product 250","Product description 250",1,162.5,"Product-250",2
251,"Product 251","Product description 251",37,186.9,"Product-251",1
252,"Product 252","Product description 252",10,104.72,"Product-252",9
253,"Product 253","Product description 253",27,305.9,"Product-253",19
254,"Product 254","Product description 254",13,264.84,"Product-254",18
255,"Product 255","Product description 255",39,100.14,"Product-255",7
256,"Product 256","Product description 256",13,302.16,"Product-256",15
257,"Product 257","Product description 257",2,156.9,"Product-257",8
258,"Product 258","Product description 258",10,291.04,"Product-258",11
259,"Product 259","Product description 259",20,176.88,"Product-259",7
260,"Product 260","Product description 260",7,43.7,"Product-260",6
261,"Product 261","Product description 261",10,34.22,"Product-261",1
262,"Product 262","Product description 262",43,276.7,"Product-262",20
263,"Product 263","Product description 263",13,246.7,"Product-263",14
264,"Product 264","Product description 264",36,355.8,"Product-264",1
265,"Product 265","Product description 265",25,380.36,"Product-265",17
266,"Product 266","Product description 266",16,338.48,"Product-266",17
267,"Product 267","Product description 267",47,288.28,"Product-267",2
268,"Product 268","Product description 268",16,281.82,"Product-268",12
269,"Product 269","Product description 269",44,8.9,"Product-269",1
270,"Product 270","Product description 270",0,349.46,"Product-270",12
271,"Product 271","Product description 271",9,96.02,"Product-271",6
272,"Product 272","Product description 272",28,218.06,"Product-272",18
273,"Product 273","Product description 273",6,39.52,"Product-273",13
274,"Product 274","Product description 274",16,264.06,"Product-274",5
275,"Product 275","Product description 275",34,172.26,"Product-275",3
276,"Product 276","Product description 276",6,127.5,"Product-276",6
277,"Product 277","Product description 277",19,290.3,"Product-277",12
278,"Product 278","Product description 278",19,9.96,"Product-278",14
279,"Product 279","Product description 279",29,206.4,"Product-279",13
280,"Product 280","Product description 280",48,355.34,"Product-280",6
281,"Product 281","Product description 281",46,316.82,"Product-281",11
282,"Product 282","Product description 282",36,101.86,"Product-282",7
283,"Product 283","Product description 283",35,222.32,"Product-283",11
284,"Product 284","Product description 284",0,123.76,"Product-284",5
285,"Product 285","Product description 285",47,339,"Product-285",17
286,"Product 286","Product description 286",32,379.5,"Product-286",18
287,"Product 287","Product description 287",48,342.24,"Product-287",8
288,"Product 288","Product description 288",17,204.08,"Product-288",18
289,"Product 289","Product description 289",10,210.46,"Product-289",19
290,"Product 290","Product description 290",22,328.48,"Product-290",5
291,"Product 291","Product description 291",11,275.78,"Product-291",11
292,"Product 292","Product description 292",37,325.72,"Product-292",14
293,"Product 293","Product description 293",1,259.3,"Product-293",5
294,"Product 294","Product description 294",7,395.34,"Product-294",14
295,"Product 295","Product description 295",15,345.58,"Product-295",1
296,"Product 296","Product description 296",37,147,"Product-296",12
297,"Product 297","Product description 297",46,221.52,"Product-297",16
298,"Product 298","Product description 298",15,237.92,"Product-298",3
299,"Product 299","Product description 299",37,336,"Product-299",5
300,"Product 300","Product description 300",32,38.14,"Product-300",4
301,"Product 301","Product description 301",32,258.32,"Product-301",4
302,"Product 302","Product description 302",3,126.22,"Product-302",11
303,"Product 303","Product description 303",45,255.64,"Product-303",9
304,"Product 304","Product description 304",49,176.42,"Product-304",20
305,"Product 305","Product description 305",49,13.34,"Product-305",14
306,"Product 306","Product description 306",2,232.94,"Product-306",14
307,"Product 307","Product description 307",13,342.14,"Product-307",2
308,"Product 308","Product description 308",20,40.6,"Product-308",15
309,"Product 309","Product description 309",11,196.66,"Product-309",14
310,"Product 310","Product description 310",47,111.08,"Product-310",8
311,"Product 311","Product description 311",50,64.52,"Product-311",20
312,"Product 312","Product description 312",19,205.36,"Product-312",6
313,"Product 313","Product description 313",32,136.5,"Product-313",13
314,"Product 314","Product description 314",4,78.36,"Product-314",1
315,"Product 315","Product description 315",21,376.84,"Product-315",7
316,"Product 316","Product description 316",10,337.2,"Product-316",3
317,"Product 317","Product description 317",26,64.18,"Product-317",8
318,"Product 318","Product description 318",36,122.24,"Product-318",3
319,"Product 319","Product description 319",6,20.46,"Product-319",9
320,"Product 320","Product description 320",47,11.58,"Product-320",8
321,"Product 321","Product description 321",32,73.14,"Product-321",6
322,"Product 322","Product description 322",11,77.38,"Product-322",1
323,"Product 323","Product description 323",15,347.34,"Product-323",20
324,"Product 324","Product description 324",39,62.22,"Product-324",17
325,"Product 325","Product description 325",49,120.06,"Product-325",19
326,"Product 326","Product description 326",35,63.7,"Product-326",1
327,"Product 327","Product description 327",28,387.34,"Product-327",20
328,"Product 328","Product description 328",1,53.08,"Product-328",16
329,"Product 329","Product description 329",8,66.96,"Product-329",18
330,"Product 330","Product description 330",17,324.4,"Product-330",14
331,"Product 331","Product description 331",42,265.7,"Product-331",14
332,"Product 332","Product description 332",26,238.16,"Product-332",9
333,"Product 333","Product description 333",39,350.68,"Product-333",8
334,"Product 334","Product description 334",45,24.82,"Product-334",17
335,"Product 335","Product description 335",35,370.78,"Product-335",13
336,"Product 336","Product description 336",39,359.74,"Product-336",4
337,"Product 337","Product description 337",15,66.14,"Product-337",18
338,"Product 338","Product description 338",20,286.24,"Product-338",8
339,"Product 339","Product description 339",33,32.88,"Product-339",7
340,"Product 340","Product description 340",38,162.9,"Product-340",14
341,"Product 341","Product description 341",34,212.58,"Product-341",12
342,"Product 342","Product description 342",37,114.02,"Product-342",16
343,"Product 343","Product description 343",43,86.12,"Product-343",20
344,"Product 344","Product description 344",6,189.24,"Product-344",7
345,"Product 345","Product description 345",38,25.04,"Product-345",16
346,"Product 346","Product description 346",25,234.8,"Product-346",5
347,"Product 347","Product description 347",2,125.98,"Product-347",5
348,"Product 348","Product description 348",30,279.34,"Product-348",18
349,"Product 349","Product description 349",4,398.76,"Product-349",2
350,"Product 350","Product description 350",39,359.7,"Product-350",7
351,"Product 351","Product description 351",42,400.74,"Product-351",6
352,"Product 352","Product description 352",25,213.3,"Product-352",6
353,"Product 353","Product description 353",35,240.2,"Product-353",8
354,"Product 354","Product description 354",4,301.74,"Product-354",16
355,"Product 355","Product description 355",7,29.98,"Product-355",20
356,"Product 356","Product description 356",48,121.22,"Product-356",13
357,"Product 357","Product description 357",5,79.22,"Product-357",11
358,"Product 358","Product description 358",34,47.3,"Product-358",4
359,"Product 359","Product description 359",7,25.64,"Product-359",5
360,"Product 360","Product description 360",15,294,"Product-360",18
361,"Product 361","Product description 361",23,91.5,"Product-361",10
362,"Product 362","Product description 362",41,189.94,"Product-362",4
363,"Product 363","Product description 363",31,150.38,"Product-363",15
364,"Product 364","Product description 364",31,226.46,"Product-364",16
365,"Product 365","Product description 365",16,33.44,"Product-365",13
366,"Product 366","Product description 366",25,311.9,"Product-366",20
367,"Product 367","Product description 367",37,339.94,"Product-367",15
368,"Product 368","Product description 368",3,336.18,"Product-368",2
369,"Product 369","Product description 369",34,37.9,"Product-369",7
370,"Product 370","Product description 370",50,228.34,"Product-370",13
371,"Product 371","Product description 371",45,125.82,"Product-371",3
372,"Product 372","Product description 372",46,101.84,"Product-372",8
373,"Product 373","Product description 373",0,70.2,"Product-373",11
374,"Product 374","Product description 374",40,179.6,"Product-374",8
375,"Product 375","Product description 375",24,260.54,"Product-375",8
376,"Product 376","Product description 376",17,119.72,"Product-376",20
377,"Product 377","Product description 377",43,42.94,"Product-377",4
378,"Product 378","Product description 378",3,163.32,"Product-378",11
379,"Product 379","Product description 379",18,274.3,"Product-379",18
380,"Product 380","Product description 380",30,138.66,"Product-380",1
381,"Product 381","Product description 381",34,374.32,"Product-381",6
382,"Product 382","Product description 382",30,313.94,"Product-382",15
383,"Product 383","Product description 383",11,370.76,"Product-383",3
384,"Product 384","Product description 384",38,301.2,"Product-384",18
385,"Product 385","Product description 385",22,16.88,"Product-385",16
386,"Product 386","Product description 386",17,72.04,"Product-386",1
387,"Product 387","Product description 387",45,189.04,"Product-387",4
388,"Product 388","Product description 388",49,239.56,"Product-388",19
389,"Product 389","Product description 389",18,134.18,"Product-389",3
390,"Product 390","Product description 390",37,125.7,"Product-390",6
391,"Product 391","Product description 391",27,50.78,"Product-391",12
392,"Product 392","Product description 392",4,167.8,"Product-392",10
393,"Product 393","Product description 393",17,279.8,"Product-393",11
394,"Product 394","Product description 394",21,170.36,"Product-394",18
395,"Product 395","Product description 395",35,367.64,"Product-395",17
396,"Product 396","Product description 396",13,390.48,"Product-396",13
397,"Product 397","Product description 397",6,199.4,"Product-397",19
398,"Product 398","Product description 398",36,236.24,"Product-398",9
399,"Product 399","Product description 399",3,282.66,"Product-399",1
400,"Product 400","Product description 400",11,339.74,"Product-400",14
401,"Product 401","Product description 401",2,131.44,"Product-401",9
402,"Product 402","Product description 402",13,172.46,"Product-402",6
403,"Product 403","Product description 403",39,127.28,"Product-403",6
404,"Product 404","Product description 404",1,173.36,"Product-404",18
405,"Product 405","Product description 405",10,76.52,"Product-405",5
406,"Product 406","Product description 406",21,205.44,"Product-406",17
407,"Product 407","Product description 407",10,333.76,"Product-407",19
408,"Product 408","Product description 408",14,388.08,"Product-408",11
409,"Product 409","Product description 409",17,116.04,"Product-409",15
410,"Product 410","Product description 410",47,208.06,"Product-410",5
411,"Product 411","Product description 411",16,390.96,"Product-411",8
412,"Product 412","Product description 412",3,278.1,"Product-412",12
413,"Product 413","Product description 413",9,52.58,"Product-413",3
414,"Product 414","Product description 414",27,302.12,"Product-414",12
415,"Product 415","Product description 415",35,294.3,"Product-415",3
416,"Product 416","Product description 416",7,285.92,"Product-416",3
417,"Product 417","Product description 417",38,84.18,"Product-417",2
418,"Product 418","Product description 418",36,325.4,"Product-418",1
419,"Product 419","Product description 419",43,267.5,"Product-419",17
420,"Product 420","Product description 420",32,176.24,"Product-420",7
421,"Product 421","Product description 421",10,291.12,"Product-421",17
422,"Product 422","Product description 422",42,348.44,"Product-422",14
423,"Product 423","Product description 423",23,35.78,"Product-423",7
424,"Product 424","Product description 424",30,44.04,"Product-424",13
425,"Product 425","Product description 425",27,32.94,"Product-425",9
426,"Product 426","Product description 426",40,41.58,"Product-426",1
427,"Product 427","Product description 427",9,44.12,"Product-427",9
428,"Product 428","Product description 428",29,143.36,"Product-428",10
429,"Product 429","Product description 429",45,275.12,"Product-429",3
430,"Product 430","Product description 430",21,104.96,"Product-430",13
431,"Product 431","Product description 431",17,181.32,"Product-431",8
432,"Product 432","Product description 432",3,164.58,"Product-432",11
433,"Product 433","Product description 433",42,219.42,"Product-433",6
434,"Product 434","Product description 434",7,127.56,"Product-434",16
435,"Product 435","Product description 435",30,218.1,"Product-435",7
436,"Product 436","Product description 436",45,62.08,"Product-436",7
437,"Product 437","Product description 437",0,354.72,"Product-437",9
438,"Product 438","Product description 438",16,77,"Product-438",11
439,"Product 439","Product description 439",18,335.9,"Product-439",17
440,"Product 440","Product description 440",25,291.62,"Product-440",16
441,"Product 441","Product description 441",22,210.24,"Product-441",18
442,"Product 442","Product description 442",23,381.5,"Product-442",1
443,"Product 443","Product description 443",20,28.5,"Product-443",4
444,"Product 444","Product description 444",6,108.22,"Product-444",2
445,"Product 445","Product description 445",35,275.36,"Product-445",4
446,"Product 446","Product description 446",16,190.78,"Product-446",12
447,"Product 447","Product description 447",26,365.9,"Product-447",3
448,"Product 448","Product description 448",6,351.48,"Product-448",17
449,"Product 449","Product description 449",15,159.04,"Product-449",15
450,"Product 450","Product description 450",3,196.06,"Product-450",6
451,"Product 451","Product description 451",3,83.82,"Product-451",15
452,"Product 452","Product description 452",44,8.46,"Product-452",13
453,"Product 453","Product description 453",6,141.44,"Product-453",15
454,"Product 454","Product description 454",39,56.02,"Product-454",7
455,"Product 455","Product description 455",10,59.88,"Product-455",15
456,"Product 456","Product description 456",47,366.86,"Product-456",13
457,"Product 457","Product description 457",30,395.24,"Product-457",5
458,"Product 458","Product description 458",29,115.64,"Product-458",14
459,"Product 459","Product description 459",48,55.42,"Product-459",1
460,"Product 460","Product description 460",14,204.7,"Product-460",6
461,"Product 461","Product description 461",26,180.9,"Product-461",17
462,"Product 462","Product description 462",26,218.68,"Product-462",7
463,"Product 463","Product description 463",22,190.22,"Product-463",8
464,"Product 464","Product description 464",0,139.14,"Product-464",6
465,"Product 465","Product description 465",11,211.84,"Product-465",1
466,"Product 466","Product description 466",39,67.54,"Product-466",5
467,"Product 467","Product description 467",16,139.1,"Product-467",4
468,"Product 468","Product description 468",8,314.3,"Product-468",8
469,"Product 469","Product description 469",15,306.08,"Product-469",14
470,"Product 470","Product description 470",24,374.8,"Product-470",5
471,"Product 471","Product description 471",11,112.2,"Product-471",4
472,"Product 472","Product description 472",50,368.86,"Product-472",1
473,"Product 473","Product description 473",16,43.98,"Product-473",4
474,"Product 474","Product description 474",28,344.4,"Product-474",7
475,"Product 475","Product description 475",13,394.2,"Product-475",16
476,"Product 476","Product description 476",5,267.2,"Product-476",11
477,"Product 477","Product description 477",29,376.34,"Product-477",16
478,"Product 478","Product description 478",17,89.08,"Product-478",3
479,"Product 479","Product description 479",0,235.9,"Product-479",16
480,"Product 480","Product description 480",25,66.92,"Product-480",9
481,"Product 481","Product description 481",42,228.82,"Product-481",20
482,"Product 482","Product description 482",26,111.7,"Product-482",7
483,"Product 483","Product description 483",19,376.54,"Product-483",13
484,"Product 484","Product description 484",24,282.92,"Product-484",18
485,"Product 485","Product description 485",19,256.28,"Product-485",2
486,"Product 486","Product description 486",16,172.5,"Product-486",3
487,"Product 487","Product description 487",42,385.68,"Product-487",11
488,"Product 488","Product description 488",48,84.26,"Product-488",3
489,"Product 489","Product description 489",36,261.78,"Product-489",9
490,"Product 490","Product description 490",36,109.68,"Product-490",3
491,"Product 491","Product description 491",34,265.84,"Product-491",9
492,"Product 492","Product description 492",42,41.44,"Product-492",4
493,"Product 493","Product description 493",3,62.4,"Product-493",18
494,"Product 494","Product description 494",32,11.9,"Product-494",17
495,"Product 495","Product description 495",10,217.58,"Product-495",5
496,"Product 496","Product description 496",42,145.6,"Product-496",20
497,"Product 497","Product description 497",21,106.3,"Product-497",11
498,"Product 498","Product description 498",17,262.96,"Product-498",9
